load_id;origin;destination;pickup_datetime;delivery_datetime;equipment_type;loadboard_rate;notes;weight;commodity_type;num_of_pieces;miles;dimensions
23725;Dallas, TX;Los Angeles, CA;04/06/2025 22:49;05/06/2025 22:49;dry van;1834;;36558;machinery;24;722;53ft
23726;Seattle, WA;Denver, CO;03/06/2025 22:49;06/06/2025 22:49;flatbed;1265;;16748;clothing;9;2276;53ft
23727;Minneapolis, MN;St. Louis, MO;31/05/2025 22:49;02/06/2025 22:49;dry van;4328;Needs lift gate;42549;furniture;25;2450;53ft
23728;Boston, MA;Philadelphia, PA;30/05/2025 22:49;01/06/2025 22:49;dry van;2487;Team driver preferred;16866;furniture;6;1764;40ft
23729;Miami, FL;New York, NY;02/06/2025 22:49;03/06/2025 22:49;reefer;4944;Hazmat required;21574;electronics;15;1925;40ft
23730;Dallas, TX;Los Angeles, CA;05/06/2025 22:49;08/06/2025 22:49;dry van;1033;Hazmat required;13811;furniture;29;321;53ft
23731;Charlotte, NC;Cleveland, OH;02/06/2025 22:49;04/06/2025 22:49;reefer;1046;;12459;furniture;10;752;40ft
23732;Las Vegas, NV;Portland, OR;04/06/2025 22:49;06/06/2025 22:49;flatbed;1636;Hazmat required;12742;machinery;23;1900;40ft
23733;Minneapolis, MN;St. Louis, MO;27/05/2025 22:49;29/05/2025 22:49;dry van;1184;;13420;clothing;5;1280;40ft
23734;Phoenix, AZ;Houston, TX;04/06/2025 22:49;07/06/2025 22:49;dry van;2209;Needs lift gate;22978;furniture;3;1872;48ft
23735;Las Vegas, NV;Portland, OR;05/06/2025 22:49;06/06/2025 22:49;flatbed;2633;Hazmat required;43192;frozen produce;20;1919;53ft
23736;San Francisco, CA;Salt Lake City, UT;27/05/2025 22:49;30/05/2025 22:49;flatbed;3902;;12203;clothing;19;1148;53ft
23737;Miami, FL;New York, NY;31/05/2025 22:49;01/06/2025 22:49;flatbed;1083;Needs lift gate;14563;electronics;2;1016;48ft
23738;Boston, MA;Philadelphia, PA;01/06/2025 22:49;03/06/2025 22:49;reefer;1573;;21630;frozen produce;21;2346;53ft
23739;Minneapolis, MN;St. Louis, MO;28/05/2025 22:49;29/05/2025 22:49;flatbed;1213;Needs lift gate;28097;machinery;1;2015;53ft
23740;Phoenix, AZ;Houston, TX;04/06/2025 22:49;06/06/2025 22:49;flatbed;4610;;25002;machinery;13;1787;48ft
23741;Seattle, WA;Denver, CO;30/05/2025 22:49;01/06/2025 22:49;dry van;3746;Needs lift gate;14113;electronics;6;1868;53ft
23742;Boston, MA;Philadelphia, PA;02/06/2025 22:49;04/06/2025 22:49;reefer;811;Hazmat required;25706;furniture;25;440;48ft
23743;Phoenix, AZ;Houston, TX;31/05/2025 22:49;03/06/2025 22:49;flatbed;2143;;28379;clothing;16;1279;53ft
23744;Charlotte, NC;Cleveland, OH;01/06/2025 22:49;03/06/2025 22:49;flatbed;3516;;20767;furniture;18;1013;40ft
23745;Dallas, TX;Los Angeles, CA;31/05/2025 22:49;01/06/2025 22:49;dry van;4633;;37118;machinery;7;456;48ft
23746;Minneapolis, MN;St. Louis, MO;04/06/2025 22:49;05/06/2025 22:49;reefer;818;;15868;clothing;2;1924;40ft
23747;Charlotte, NC;Cleveland, OH;02/06/2025 22:49;03/06/2025 22:49;flatbed;3748;;21923;machinery;9;290;48ft
23748;Miami, FL;New York, NY;01/06/2025 22:49;02/06/2025 22:49;dry van;2743;;31730;clothing;3;2169;40ft
23749;Minneapolis, MN;St. Louis, MO;04/06/2025 22:49;05/06/2025 22:49;flatbed;4033;;42104;frozen produce;1;1146;40ft
23750;Minneapolis, MN;St. Louis, MO;29/05/2025 22:49;30/05/2025 22:49;reefer;1772;Hazmat required;13398;electronics;17;1610;40ft
23751;Miami, FL;New York, NY;01/06/2025 22:49;02/06/2025 22:49;reefer;4333;;20245;clothing;30;1310;48ft
23752;Atlanta, GA;Chicago, IL;29/05/2025 22:49;31/05/2025 22:49;reefer;3932;;33211;furniture;21;1464;48ft
23753;San Francisco, CA;Salt Lake City, UT;03/06/2025 22:49;04/06/2025 22:49;reefer;3028;;27236;machinery;1;2485;53ft
23754;San Francisco, CA;Salt Lake City, UT;28/05/2025 22:49;31/05/2025 22:49;reefer;1291;Hazmat required;17852;machinery;12;2267;48ft
23755;Phoenix, AZ;Houston, TX;01/06/2025 22:49;02/06/2025 22:49;dry van;4190;;29490;frozen produce;19;529;48ft
23756;Phoenix, AZ;Houston, TX;02/06/2025 22:49;04/06/2025 22:49;reefer;2863;Hazmat required;27526;electronics;5;769;40ft
23757;Atlanta, GA;Chicago, IL;27/05/2025 22:49;28/05/2025 22:49;reefer;4737;;39560;furniture;22;2072;53ft
23758;Minneapolis, MN;St. Louis, MO;04/06/2025 22:49;06/06/2025 22:49;dry van;2974;;30475;electronics;22;381;40ft
23759;Miami, FL;New York, NY;01/06/2025 22:49;03/06/2025 22:49;dry van;3654;Needs lift gate;35666;machinery;8;2225;40ft
23760;Phoenix, AZ;Houston, TX;28/05/2025 22:49;29/05/2025 22:49;reefer;4453;;38850;clothing;5;2098;40ft
23761;San Francisco, CA;Salt Lake City, UT;05/06/2025 22:49;08/06/2025 22:49;dry van;4216;;17995;furniture;22;1308;40ft
23762;Boston, MA;Philadelphia, PA;03/06/2025 22:49;05/06/2025 22:49;dry van;4792;Needs lift gate;29093;electronics;29;2399;48ft
23763;Atlanta, GA;Chicago, IL;30/05/2025 22:49;01/06/2025 22:49;dry van;3449;;11828;machinery;2;602;53ft
23764;Seattle, WA;Denver, CO;28/05/2025 22:49;30/05/2025 22:49;flatbed;3798;;25322;frozen produce;10;1522;53ft
23765;Phoenix, AZ;Houston, TX;01/06/2025 22:49;02/06/2025 22:49;dry van;4775;;43673;furniture;26;330;53ft
23766;San Francisco, CA;Salt Lake City, UT;29/05/2025 22:49;31/05/2025 22:49;reefer;4616;;12845;clothing;4;1238;53ft
23767;San Francisco, CA;Salt Lake City, UT;31/05/2025 22:49;03/06/2025 22:49;flatbed;4277;;13727;frozen produce;11;2490;40ft
23768;Charlotte, NC;Cleveland, OH;04/06/2025 22:49;07/06/2025 22:49;dry van;3216;;14484;furniture;25;1495;48ft
23769;Seattle, WA;Denver, CO;05/06/2025 22:49;06/06/2025 22:49;flatbed;3841;;16427;clothing;12;551;53ft
23770;Charlotte, NC;Cleveland, OH;05/06/2025 22:49;07/06/2025 22:49;flatbed;1131;Team driver preferred;12536;electronics;26;1046;40ft
23771;Atlanta, GA;Chicago, IL;01/06/2025 22:49;03/06/2025 22:49;dry van;2628;Hazmat required;24020;furniture;25;1315;53ft
23772;Miami, FL;New York, NY;02/06/2025 22:49;05/06/2025 22:49;reefer;4988;;27662;frozen produce;26;1954;48ft
23773;Minneapolis, MN;St. Louis, MO;04/06/2025 22:49;05/06/2025 22:49;flatbed;2245;;11314;electronics;20;1681;40ft
23774;Charlotte, NC;Cleveland, OH;29/05/2025 22:49;01/06/2025 22:49;reefer;1208;Needs lift gate;26892;machinery;22;1643;53ft
23775;Miami, FL;New York, NY;04/06/2025 22:49;06/06/2025 22:49;dry van;2233;Needs lift gate;10909;machinery;9;1378;40ft
23776;Atlanta, GA;Chicago, IL;30/05/2025 22:49;01/06/2025 22:49;reefer;3442;Hazmat required;39150;frozen produce;12;334;40ft
23777;San Francisco, CA;Salt Lake City, UT;28/05/2025 22:49;29/05/2025 22:49;dry van;1626;;18238;furniture;30;257;53ft
23778;Charlotte, NC;Cleveland, OH;30/05/2025 22:49;01/06/2025 22:49;dry van;4075;;39557;machinery;3;1533;48ft
23779;Seattle, WA;Denver, CO;02/06/2025 22:49;03/06/2025 22:49;flatbed;2366;Team driver preferred;18919;electronics;2;257;40ft
23780;Boston, MA;Philadelphia, PA;05/06/2025 22:49;08/06/2025 22:49;reefer;3631;Hazmat required;44137;electronics;12;1909;40ft
23781;San Francisco, CA;Salt Lake City, UT;27/05/2025 22:49;28/05/2025 22:49;flatbed;1675;;19905;frozen produce;13;1552;40ft
23782;Phoenix, AZ;Houston, TX;01/06/2025 22:49;04/06/2025 22:49;reefer;4083;Team driver preferred;24877;clothing;6;591;48ft
23783;Seattle, WA;Denver, CO;03/06/2025 22:49;04/06/2025 22:49;reefer;2186;;29108;clothing;8;1042;53ft
23784;Phoenix, AZ;Houston, TX;01/06/2025 22:49;03/06/2025 22:49;reefer;1184;;30837;clothing;5;1315;48ft
23785;San Francisco, CA;Salt Lake City, UT;27/05/2025 22:49;29/05/2025 22:49;dry van;3283;Needs lift gate;42187;electronics;27;910;53ft
23786;Charlotte, NC;Cleveland, OH;04/06/2025 22:49;06/06/2025 22:49;dry van;1553;;24624;clothing;5;1780;40ft
23787;Seattle, WA;Denver, CO;02/06/2025 22:49;04/06/2025 22:49;reefer;4731;;32061;clothing;8;724;40ft
23788;Seattle, WA;Denver, CO;28/05/2025 22:49;29/05/2025 22:49;reefer;4560;Hazmat required;26782;furniture;12;233;48ft
23789;Las Vegas, NV;Portland, OR;28/05/2025 22:49;30/05/2025 22:49;dry van;3246;Hazmat required;29498;electronics;18;1604;53ft
23790;Las Vegas, NV;Portland, OR;03/06/2025 22:49;04/06/2025 22:49;dry van;987;;22243;furniture;21;1353;48ft
23791;Las Vegas, NV;Portland, OR;31/05/2025 22:49;03/06/2025 22:49;reefer;1216;Hazmat required;38344;electronics;24;2237;48ft
23792;Phoenix, AZ;Houston, TX;05/06/2025 22:49;07/06/2025 22:49;flatbed;3740;Needs lift gate;10002;furniture;21;2262;48ft
23793;Boston, MA;Philadelphia, PA;30/05/2025 22:49;31/05/2025 22:49;reefer;3850;Team driver preferred;34992;electronics;2;790;40ft
23794;Miami, FL;New York, NY;03/06/2025 22:49;04/06/2025 22:49;reefer;2121;Hazmat required;22020;furniture;11;1833;40ft
23795;Minneapolis, MN;St. Louis, MO;30/05/2025 22:49;01/06/2025 22:49;flatbed;2162;;15951;furniture;22;971;53ft
23796;Phoenix, AZ;Houston, TX;27/05/2025 22:49;30/05/2025 22:49;dry van;1813;;15871;clothing;8;1538;53ft
23797;Las Vegas, NV;Portland, OR;02/06/2025 22:49;03/06/2025 22:49;dry van;3329;Hazmat required;32024;furniture;29;1248;53ft
23798;Miami, FL;New York, NY;04/06/2025 22:49;06/06/2025 22:49;flatbed;3762;;12196;furniture;7;624;53ft
23799;Atlanta, GA;Chicago, IL;02/06/2025 22:49;03/06/2025 22:49;reefer;3738;;22266;furniture;12;1993;48ft
23800;Las Vegas, NV;Portland, OR;03/06/2025 22:49;06/06/2025 22:49;reefer;1002;Hazmat required;14029;frozen produce;7;550;48ft
23801;Las Vegas, NV;Portland, OR;04/06/2025 22:49;06/06/2025 22:49;flatbed;985;;32989;frozen produce;23;344;48ft
23802;Atlanta, GA;Chicago, IL;04/06/2025 22:49;07/06/2025 22:49;reefer;2369;;17897;clothing;28;1081;48ft
23803;Las Vegas, NV;Portland, OR;29/05/2025 22:49;31/05/2025 22:49;flatbed;932;;32392;clothing;16;1184;48ft
23804;Phoenix, AZ;Houston, TX;03/06/2025 22:49;05/06/2025 22:49;dry van;2663;;30873;machinery;7;1853;48ft
23805;San Francisco, CA;Salt Lake City, UT;01/06/2025 22:49;03/06/2025 22:49;flatbed;4869;;21290;frozen produce;27;2172;40ft
23806;Atlanta, GA;Chicago, IL;05/06/2025 22:49;08/06/2025 22:49;reefer;2902;;19649;frozen produce;22;2319;40ft
23807;Seattle, WA;Denver, CO;05/06/2025 22:49;07/06/2025 22:49;reefer;4827;Team driver preferred;23333;furniture;10;533;40ft
23808;Seattle, WA;Denver, CO;04/06/2025 22:49;05/06/2025 22:49;flatbed;1548;;15849;frozen produce;6;872;40ft
23809;Seattle, WA;Denver, CO;30/05/2025 22:49;31/05/2025 22:49;reefer;3499;Team driver preferred;29412;frozen produce;28;849;48ft
23810;Charlotte, NC;Cleveland, OH;30/05/2025 22:49;02/06/2025 22:49;flatbed;2157;;40515;furniture;19;2288;53ft
23811;Boston, MA;Philadelphia, PA;01/06/2025 22:49;03/06/2025 22:49;flatbed;4936;;23906;clothing;18;1095;48ft
23812;Dallas, TX;Los Angeles, CA;03/06/2025 22:49;06/06/2025 22:49;reefer;4315;;29489;furniture;18;559;48ft
23813;Las Vegas, NV;Portland, OR;29/05/2025 22:49;01/06/2025 22:49;dry van;1859;;19414;frozen produce;29;551;48ft
23814;Minneapolis, MN;St. Louis, MO;04/06/2025 22:49;06/06/2025 22:49;dry van;2106;;10340;furniture;9;1263;40ft
23815;Miami, FL;New York, NY;31/05/2025 22:49;03/06/2025 22:49;reefer;2762;;30171;furniture;25;1656;53ft
23816;Charlotte, NC;Cleveland, OH;30/05/2025 22:49;01/06/2025 22:49;flatbed;3556;Hazmat required;22308;electronics;3;260;53ft
23817;Dallas, TX;Los Angeles, CA;05/06/2025 22:49;08/06/2025 22:49;dry van;2251;;20979;frozen produce;1;2382;53ft
23818;Las Vegas, NV;Portland, OR;28/05/2025 22:49;29/05/2025 22:49;reefer;3661;Hazmat required;37859;furniture;9;201;53ft
23819;San Francisco, CA;Salt Lake City, UT;30/05/2025 22:49;01/06/2025 22:49;reefer;4315;Hazmat required;39986;frozen produce;5;1338;53ft
23820;Dallas, TX;Los Angeles, CA;02/06/2025 22:49;05/06/2025 22:49;dry van;3164;;12644;clothing;12;1148;48ft
23821;Minneapolis, MN;St. Louis, MO;31/05/2025 22:49;01/06/2025 22:49;flatbed;1118;Hazmat required;17724;clothing;27;1905;53ft
23822;Atlanta, GA;Chicago, IL;31/05/2025 22:49;02/06/2025 22:49;flatbed;2408;;38995;machinery;18;760;53ft
23823;Phoenix, AZ;Houston, TX;03/06/2025 22:49;04/06/2025 22:49;dry van;1430;Needs lift gate;10449;frozen produce;30;755;53ft
23824;Minneapolis, MN;St. Louis, MO;28/05/2025 22:49;31/05/2025 22:49;reefer;2157;Hazmat required;23948;frozen produce;11;651;40ft
23825;Boston, MA;Philadelphia, PA;27/05/2025 22:49;29/05/2025 22:49;flatbed;4426;;24187;machinery;17;459;48ft
23826;San Francisco, CA;Salt Lake City, UT;03/06/2025 22:49;06/06/2025 22:49;reefer;2303;;17823;furniture;30;2321;40ft
23827;Dallas, TX;Los Angeles, CA;27/05/2025 22:49;30/05/2025 22:49;dry van;1519;Hazmat required;27579;furniture;24;2165;40ft
23828;Phoenix, AZ;Houston, TX;31/05/2025 22:49;02/06/2025 22:49;dry van;2748;;28192;frozen produce;29;697;53ft
23829;Charlotte, NC;Cleveland, OH;31/05/2025 22:49;02/06/2025 22:49;reefer;3872;;31086;frozen produce;5;467;40ft
23830;Seattle, WA;Denver, CO;05/06/2025 22:49;06/06/2025 22:49;reefer;1754;;38582;furniture;1;1071;40ft
23831;Phoenix, AZ;Houston, TX;31/05/2025 22:49;02/06/2025 22:49;dry van;2871;;27727;clothing;4;2132;48ft
23832;Atlanta, GA;Chicago, IL;02/06/2025 22:49;05/06/2025 22:49;dry van;3341;Needs lift gate;25266;frozen produce;20;401;48ft
23833;Las Vegas, NV;Portland, OR;05/06/2025 22:49;07/06/2025 22:49;dry van;4600;Hazmat required;22758;frozen produce;26;913;48ft
23834;Charlotte, NC;Cleveland, OH;03/06/2025 22:49;04/06/2025 22:49;reefer;1106;;43261;furniture;8;1418;53ft
23835;San Francisco, CA;Salt Lake City, UT;28/05/2025 22:49;30/05/2025 22:49;flatbed;3927;;31477;frozen produce;27;478;53ft
23836;Atlanta, GA;Chicago, IL;30/05/2025 22:49;01/06/2025 22:49;dry van;3797;Needs lift gate;31460;machinery;15;1560;48ft
23837;Phoenix, AZ;Houston, TX;30/05/2025 22:49;31/05/2025 22:49;flatbed;1534;;25483;clothing;22;1961;48ft
23838;Seattle, WA;Denver, CO;03/06/2025 22:49;06/06/2025 22:49;flatbed;1470;;17262;frozen produce;24;1472;48ft
23839;San Francisco, CA;Salt Lake City, UT;03/06/2025 22:49;05/06/2025 22:49;dry van;2684;;19315;clothing;28;1638;48ft
23840;San Francisco, CA;Salt Lake City, UT;31/05/2025 22:49;01/06/2025 22:49;reefer;4227;;44945;electronics;14;400;53ft
23841;Boston, MA;Philadelphia, PA;01/06/2025 22:49;04/06/2025 22:49;reefer;3794;Team driver preferred;27518;frozen produce;22;1262;48ft
23842;Charlotte, NC;Cleveland, OH;03/06/2025 22:49;05/06/2025 22:49;reefer;1203;Hazmat required;34944;machinery;10;535;48ft
23843;Miami, FL;New York, NY;02/06/2025 22:49;03/06/2025 22:49;dry van;3264;;22773;electronics;16;1759;40ft
23844;Dallas, TX;Los Angeles, CA;27/05/2025 22:49;29/05/2025 22:49;reefer;4685;;12211;furniture;1;1030;48ft
23845;San Francisco, CA;Salt Lake City, UT;30/05/2025 22:49;02/06/2025 22:49;reefer;2599;Team driver preferred;36237;electronics;9;1612;53ft
23846;Minneapolis, MN;St. Louis, MO;03/06/2025 22:49;06/06/2025 22:49;flatbed;2695;Team driver preferred;23530;furniture;20;2482;53ft
23847;Miami, FL;New York, NY;29/05/2025 22:49;31/05/2025 22:49;reefer;4219;;16950;machinery;9;533;53ft
23848;Miami, FL;New York, NY;05/06/2025 22:49;08/06/2025 22:49;reefer;4291;;33565;electronics;4;1758;53ft
23849;Phoenix, AZ;Houston, TX;30/05/2025 22:49;01/06/2025 22:49;flatbed;1665;;35137;clothing;10;1087;40ft
23850;Charlotte, NC;Cleveland, OH;04/06/2025 22:49;05/06/2025 22:49;flatbed;2262;;10812;frozen produce;24;1763;48ft
23851;Boston, MA;Philadelphia, PA;01/06/2025 22:49;02/06/2025 22:49;reefer;1423;;16432;furniture;20;1677;53ft
23852;Atlanta, GA;Chicago, IL;02/06/2025 22:49;03/06/2025 22:49;flatbed;2839;;38878;clothing;6;777;40ft
23853;Dallas, TX;Los Angeles, CA;05/06/2025 22:49;07/06/2025 22:49;dry van;4689;;18426;clothing;5;1028;48ft
23854;Miami, FL;New York, NY;04/06/2025 22:49;07/06/2025 22:49;flatbed;1125;;15931;clothing;23;1417;40ft
23855;Phoenix, AZ;Houston, TX;27/05/2025 22:49;28/05/2025 22:49;reefer;1354;;18240;electronics;23;2041;48ft
23856;Seattle, WA;Denver, CO;03/06/2025 22:49;05/06/2025 22:49;flatbed;4651;Needs lift gate;25440;frozen produce;26;1703;40ft
23857;Dallas, TX;Los Angeles, CA;30/05/2025 22:49;01/06/2025 22:49;dry van;4172;;37402;frozen produce;14;1991;48ft
23858;Phoenix, AZ;Houston, TX;04/06/2025 22:49;05/06/2025 22:49;reefer;4543;Team driver preferred;27800;electronics;30;2238;48ft
23859;Charlotte, NC;Cleveland, OH;05/06/2025 22:49;06/06/2025 22:49;flatbed;2828;;23107;electronics;17;895;53ft
23860;Phoenix, AZ;Houston, TX;28/05/2025 22:49;31/05/2025 22:49;dry van;4801;Team driver preferred;13803;machinery;21;2283;48ft
23861;Charlotte, NC;Cleveland, OH;05/06/2025 22:49;07/06/2025 22:49;flatbed;4949;;23111;electronics;17;393;48ft
23862;Boston, MA;Philadelphia, PA;30/05/2025 22:49;31/05/2025 22:49;flatbed;3604;;35963;electronics;10;898;40ft
23863;Phoenix, AZ;Houston, TX;01/06/2025 22:49;02/06/2025 22:49;flatbed;4008;Hazmat required;37093;machinery;16;1251;53ft
23864;Dallas, TX;Los Angeles, CA;30/05/2025 22:49;01/06/2025 22:49;dry van;4228;;32125;clothing;16;871;40ft
23865;Seattle, WA;Denver, CO;31/05/2025 22:49;03/06/2025 22:49;reefer;3026;;20724;electronics;15;1311;40ft
23866;Charlotte, NC;Cleveland, OH;01/06/2025 22:49;02/06/2025 22:49;reefer;3488;Needs lift gate;10470;machinery;11;436;48ft
23867;Seattle, WA;Denver, CO;28/05/2025 22:49;30/05/2025 22:49;flatbed;2833;;23716;electronics;20;1485;40ft
23868;Dallas, TX;Los Angeles, CA;01/06/2025 22:49;04/06/2025 22:49;reefer;4162;;12456;clothing;2;908;48ft
23869;Miami, FL;New York, NY;28/05/2025 22:49;29/05/2025 22:49;flatbed;2757;;17081;machinery;9;742;53ft
23870;San Francisco, CA;Salt Lake City, UT;01/06/2025 22:49;02/06/2025 22:49;flatbed;2809;;40298;frozen produce;17;2430;40ft
23871;Atlanta, GA;Chicago, IL;29/05/2025 22:49;30/05/2025 22:49;reefer;1703;;42735;electronics;16;2077;40ft
23872;Minneapolis, MN;St. Louis, MO;01/06/2025 22:49;04/06/2025 22:49;reefer;3373;;28415;furniture;7;689;40ft
23873;Minneapolis, MN;St. Louis, MO;31/05/2025 22:49;03/06/2025 22:49;flatbed;4580;Hazmat required;14417;furniture;14;537;40ft
23874;San Francisco, CA;Salt Lake City, UT;02/06/2025 22:49;03/06/2025 22:49;flatbed;4345;;32947;electronics;29;1997;48ft
23875;Seattle, WA;Denver, CO;27/05/2025 22:49;29/05/2025 22:49;reefer;4746;Needs lift gate;35458;furniture;15;2427;40ft
23876;Las Vegas, NV;Portland, OR;27/05/2025 22:49;29/05/2025 22:49;flatbed;2089;;25083;clothing;16;1593;48ft
23877;Phoenix, AZ;Houston, TX;03/06/2025 22:49;06/06/2025 22:49;flatbed;2785;;26989;electronics;9;1087;48ft
23878;Miami, FL;New York, NY;04/06/2025 22:49;07/06/2025 22:49;reefer;1845;Needs lift gate;14564;electronics;25;1849;48ft
23879;Miami, FL;New York, NY;05/06/2025 22:49;06/06/2025 22:49;flatbed;1345;;16391;machinery;11;470;48ft
23880;Las Vegas, NV;Portland, OR;29/05/2025 22:49;30/05/2025 22:49;dry van;2809;Needs lift gate;40455;clothing;14;2156;40ft
23881;Charlotte, NC;Cleveland, OH;28/05/2025 22:49;29/05/2025 22:49;flatbed;4824;;26439;frozen produce;20;327;48ft
23882;Dallas, TX;Los Angeles, CA;28/05/2025 22:49;29/05/2025 22:49;flatbed;4141;Hazmat required;35402;frozen produce;5;1032;40ft
23883;Phoenix, AZ;Houston, TX;28/05/2025 22:49;31/05/2025 22:49;dry van;1867;Hazmat required;29356;electronics;23;676;40ft
23884;San Francisco, CA;Salt Lake City, UT;03/06/2025 22:49;04/06/2025 22:49;dry van;1799;Team driver preferred;28587;machinery;7;484;48ft
23885;Miami, FL;New York, NY;02/06/2025 22:49;04/06/2025 22:49;reefer;1593;;23217;clothing;4;808;53ft
23886;San Francisco, CA;Salt Lake City, UT;05/06/2025 22:49;07/06/2025 22:49;dry van;4862;Team driver preferred;40093;frozen produce;30;2424;53ft
23887;Atlanta, GA;Chicago, IL;05/06/2025 22:49;06/06/2025 22:49;dry van;1389;;19792;electronics;3;1239;48ft
23888;Boston, MA;Philadelphia, PA;05/06/2025 22:49;07/06/2025 22:49;dry van;1091;;16870;electronics;15;1072;53ft
23889;Charlotte, NC;Cleveland, OH;29/05/2025 22:49;30/05/2025 22:49;dry van;2293;;26982;machinery;13;1680;40ft
23890;Las Vegas, NV;Portland, OR;04/06/2025 22:49;07/06/2025 22:49;flatbed;2768;Team driver preferred;22362;electronics;22;542;40ft
23891;Las Vegas, NV;Portland, OR;03/06/2025 22:49;04/06/2025 22:49;dry van;4635;Hazmat required;24254;clothing;1;319;48ft
23892;Boston, MA;Philadelphia, PA;31/05/2025 22:49;03/06/2025 22:49;flatbed;4249;;37195;electronics;27;444;40ft
23893;San Francisco, CA;Salt Lake City, UT;28/05/2025 22:49;30/05/2025 22:49;flatbed;1419;;34220;frozen produce;4;1319;40ft
23894;Las Vegas, NV;Portland, OR;01/06/2025 22:49;04/06/2025 22:49;dry van;1924;Needs lift gate;10085;furniture;24;2079;40ft
23895;Charlotte, NC;Cleveland, OH;01/06/2025 22:49;03/06/2025 22:49;reefer;2965;Needs lift gate;32375;furniture;8;2469;53ft
23896;San Francisco, CA;Salt Lake City, UT;30/05/2025 22:49;02/06/2025 22:49;dry van;1261;Hazmat required;29340;frozen produce;27;2255;48ft
23897;Boston, MA;Philadelphia, PA;02/06/2025 22:49;05/06/2025 22:49;flatbed;4489;Hazmat required;24099;furniture;10;1919;48ft
23898;Seattle, WA;Denver, CO;31/05/2025 22:49;01/06/2025 22:49;flatbed;2256;;17543;clothing;1;660;53ft
23899;Boston, MA;Philadelphia, PA;29/05/2025 22:49;01/06/2025 22:49;dry van;3056;;23446;machinery;14;334;40ft
23900;Las Vegas, NV;Portland, OR;04/06/2025 22:49;06/06/2025 22:49;dry van;4643;Needs lift gate;21516;machinery;8;436;53ft
23901;Las Vegas, NV;Portland, OR;02/06/2025 22:49;05/06/2025 22:49;dry van;2302;Needs lift gate;19679;machinery;12;1462;48ft
23902;Phoenix, AZ;Houston, TX;30/05/2025 22:49;02/06/2025 22:49;reefer;3705;Team driver preferred;25728;furniture;6;1870;53ft
23903;San Francisco, CA;Salt Lake City, UT;27/05/2025 22:49;28/05/2025 22:49;dry van;920;;32933;machinery;6;1601;40ft
23904;San Francisco, CA;Salt Lake City, UT;03/06/2025 22:49;04/06/2025 22:49;flatbed;4110;Needs lift gate;20623;frozen produce;10;890;40ft
23905;Seattle, WA;Denver, CO;31/05/2025 22:49;02/06/2025 22:49;flatbed;3863;;20832;furniture;3;1657;48ft
23906;Miami, FL;New York, NY;28/05/2025 22:49;29/05/2025 22:49;dry van;1318;Needs lift gate;35620;clothing;22;1214;53ft
23907;Miami, FL;New York, NY;05/06/2025 22:49;07/06/2025 22:49;dry van;1068;Needs lift gate;35161;electronics;29;1993;48ft
23908;Atlanta, GA;Chicago, IL;04/06/2025 22:49;06/06/2025 22:49;dry van;4443;Hazmat required;17801;clothing;25;1140;53ft
23909;Phoenix, AZ;Houston, TX;31/05/2025 22:49;01/06/2025 22:49;reefer;3379;;34193;clothing;13;2465;40ft
23910;Boston, MA;Philadelphia, PA;27/05/2025 22:49;29/05/2025 22:49;flatbed;1446;;17957;machinery;6;888;53ft
23911;Phoenix, AZ;Houston, TX;31/05/2025 22:49;03/06/2025 22:49;reefer;4456;Hazmat required;11854;machinery;12;1398;53ft
23912;Seattle, WA;Denver, CO;31/05/2025 22:49;01/06/2025 22:49;dry van;3748;;30498;machinery;28;1725;48ft
23913;Boston, MA;Philadelphia, PA;02/06/2025 22:49;05/06/2025 22:49;dry van;1950;;35192;electronics;2;1076;48ft
23914;Phoenix, AZ;Houston, TX;05/06/2025 22:49;06/06/2025 22:49;reefer;2888;Team driver preferred;23714;electronics;9;1289;53ft
23915;Minneapolis, MN;St. Louis, MO;04/06/2025 22:49;07/06/2025 22:49;reefer;2885;Team driver preferred;16979;furniture;23;367;53ft
23916;Dallas, TX;Los Angeles, CA;02/06/2025 22:49;04/06/2025 22:49;flatbed;960;Team driver preferred;23026;furniture;10;1510;53ft
23917;Phoenix, AZ;Houston, TX;30/05/2025 22:49;31/05/2025 22:49;reefer;2817;Hazmat required;26253;electronics;26;388;40ft
23918;Boston, MA;Philadelphia, PA;28/05/2025 22:49;29/05/2025 22:49;dry van;1708;;33009;machinery;6;1873;53ft
23919;Boston, MA;Philadelphia, PA;04/06/2025 22:49;06/06/2025 22:49;reefer;1737;;29663;clothing;5;269;40ft
23920;Minneapolis, MN;St. Louis, MO;01/06/2025 22:49;02/06/2025 22:49;dry van;1922;;29417;furniture;14;1289;53ft
23921;Miami, FL;New York, NY;02/06/2025 22:49;03/06/2025 22:49;flatbed;2052;Needs lift gate;19906;electronics;28;2280;40ft
23922;Dallas, TX;Los Angeles, CA;03/06/2025 22:49;05/06/2025 22:49;dry van;1606;;25828;frozen produce;16;2391;48ft
23923;San Francisco, CA;Salt Lake City, UT;31/05/2025 22:49;02/06/2025 22:49;reefer;4731;;37977;machinery;1;1372;40ft
23924;Atlanta, GA;Chicago, IL;29/05/2025 22:49;30/05/2025 22:49;dry van;2087;;39988;machinery;21;1194;53ft
23925;Dallas, TX;Los Angeles, CA;04/06/2025 22:49;05/06/2025 22:49;dry van;1834;;36558;machinery;24;722;53ft
